title,release_date,release_year,release_month,release_quarter,release_era,genre,creative_type,content_rating,source_type,distributor,distributor_grouped,production_budget,domestic_revenue,worldwide_revenue,return_multiple,profitable,international_share,critic_score,audience_score,critic_audience_gap,audience_volume,log_budget,log_worldwide_revenue,log_audience_volume
The Last Sin Eater,2007-02-09,2007,2,Q1,2005+,Drama,Historical Fiction,PG-13,Based on Book/Short Story,20th Century Fox,20th Century Fox,2200000.0,388390.0,388390.0,0.17654090909090908,0,0.0,19.0,57.0,-38.0,1012.0,14.603967918328545,12.869765268414922,6.919683849847411
Hannibal Rising,2007-02-09,2007,2,Q1,2005+,Thriller/Suspense,Historical Fiction,R,Based on Book/Short Story,Weinstein Co.,Weinstein Co.,50000000.0,27669725.0,80583311.0,1.61166622,1,0.6566320661606967,15.0,60.0,-45.0,28690.0,17.72753356339242,18.204802126483717,10.26430390897541
Das Leben der Anderen,2007-02-09,2007,2,Q1,2005+,Drama,Historical Fiction,R,Original Screenplay,Sony Pictures Classics,Sony Pictures Classics,2000000.0,11284657.0,75284657.0,37.6423285,1,0.8501068152571911,,85.0,,75070.0,14.508657738524219,18.136786913708445,11.226176290567048
Music and Lyrics,2007-02-14,2007,2,Q1,2005+,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,40000000.0,50572589.0,145556146.0,3.63890365,1,0.6525561414631025,63.0,66.0,-3.0,32307.0,17.50439001207821,18.796072453303573,10.38303920399699
Bridge to Terabithia,2007-02-16,2007,2,Q1,2005+,Drama,Fantasy,PG,Based on Book/Short Story,Walt Disney Pictures,Walt Disney Pictures,25000000.0,82234139.0,136934139.0,5.47736556,1,0.3994621092991281,85.0,74.0,11.0,34482.0,17.034386382832476,18.735010630974934,10.448192727735796
Ghost Rider,2007-02-16,2007,2,Q1,2005+,Action,Super Hero,PG-13,Based on Comic/Graphic Novel,Sony Pictures,Sony Pictures,120000000.0,115802596.0,237702596.0,1.9808549666666666,1,0.5128256992195407,26.0,52.0,-26.0,63235.0,18.60300230074632,19.28653085360019,11.054613224314076
The Astronaut Farmer,2007-02-23,2007,2,Q1,2005+,Drama,Contemporary Fiction,PG,Original Screenplay,Warner Bros.,Warner Bros.,13000000.0,11003643.0,11003643.0,0.8464340769230769,0,0.0,,64.0,,10506.0,16.38045991542581,16.213736957752232,9.259701801513907
The Number 23,2007-02-23,2007,2,Q1,2005+,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,New Line,New Line,32000000.0,35193167.0,76593167.0,2.39353646875,1,0.5405181900886799,8.0,62.0,-54.0,59174.0,17.281246460764002,18.154018427076586,10.98823753521109
Reno 911!: Miami,2007-02-23,2007,2,Q1,2005+,Comedy,Contemporary Fiction,R,Based on TV,20th Century Fox,20th Century Fox,10000000.0,20342161.0,20342161.0,2.0342161,1,0.0,35.0,58.0,-23.0,15684.0,16.11809565095832,16.828206186795683,9.660396363412222
Zodiac,2007-03-02,2007,3,Q1,2005+,Thriller/Suspense,Dramatization,R,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,85000000.0,33080084.0,83080084.0,0.9774127529411765,0,0.601828953374674,89.0,,,,18.258161814454592,18.235315568045337,
Black Snake Moan,2007-03-02,2007,3,Q1,2005+,Drama,Contemporary Fiction,R,Original Screenplay,Paramount Vantage,Other,15000000.0,9396870.0,9396870.0,0.626458,0,0.0,66.0,71.0,-5.0,28145.0,16.523560759066484,16.055887213067102,10.245124997898127
Gwoemul,2007-03-09,2007,3,Q1,2005+,Action,Science Fiction,R,Original Screenplay,Magnolia Pictures,Other,12000000.0,2201923.0,89006691.0,7.41722425,1,0.9752611519958652,,71.0,,26783.0,16.300417207752275,18.304222104645838,10.195522636869386
The Namesake,2007-03-09,2007,3,Q1,2005+,Drama,Contemporary Fiction,PG-13,Based on Book/Short Story,Fox Searchlight,Fox Searchlight,8500000.0,13610521.0,20180109.0,2.374130470588235,1,0.3255476964965848,,75.0,,9700.0,15.955576721460545,16.82020797426266,9.179881164491475
300,2007-03-09,2007,3,Q1,2005+,Action,Historical Fiction,R,Based on Comic/Graphic Novel,Warner Bros.,Warner Bros.,60000000.0,210614939.0,456068181.0,7.60113635,1,0.5381941828561814,60.0,78.0,-18.0,235508.0,17.909855120186375,19.93815287603854,12.36950016213764
I Think I Love My Wife,2007-03-16,2007,3,Q1,2005+,Romantic Comedy,Contemporary Fiction,R,Remake,Fox Searchlight,Fox Searchlight,14000000.0,12559771.0,13205411.0,0.9432436428571429,0,0.04889207916360953,19.0,55.0,-36.0,8643.0,16.454567887579532,16.396137227803035,9.064505023752638
Nomad,2007-03-16,2007,3,Q1,2005+,Drama,Historical Fiction,R,Original Screenplay,Weinstein Co.,Weinstein Co.,40000000.0,79123.0,79123.0,0.001978075,0,0.0,,55.0,,1224.0,17.50439001207821,11.278758882665727,7.1098794630722715
Premonition,2007-03-16,2007,3,Q1,2005+,Thriller/Suspense,Contemporary Fiction,PG-13,Original Screenplay,Sony Pictures,Sony Pictures,20000000.0,47852604.0,81461343.0,4.07306715,1,0.4125728567966281,8.0,,,,16.811242831518264,18.215639146667836,
Reign Over Me,2007-03-23,2007,3,Q1,2005+,Drama,Historical Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,20000000.0,19661987.0,20081987.0,1.00409935,1,0.02091426510733226,63.0,77.0,-14.0,39234.0,16.811242831518264,16.815333802075425,10.577298996789331
TMNT,2007-03-23,2007,3,Q1,2005+,Action,Science Fiction,PG,Based on Comic/Graphic Novel,Warner Bros.,Warner Bros.,35000000.0,54149098.0,95009888.0,2.7145682285714288,1,0.4300688155742274,,66.0,,26178.0,17.37085861945369,18.369491528358957,10.172674642351664
Namastey London,2007-03-23,2007,3,Q1,2005+,Romantic Comedy,Contemporary Fiction,Not Rated,Original Screenplay,Eros Entertainment,Other,8400000.0,1207007.0,6831069.0,0.8132225,0,0.8233062790025982,,67.0,,1511.0,15.943742263813542,15.736991734673072,7.32052696227274
Journey from the Fall,2007-03-23,2007,3,Q1,2005+,Drama,Historical Fiction,R,Original Screenplay,Imaginasian,Other,1300000.0,635305.0,635305.0,0.48869615384615384,0,0.0,92.0,72.0,20.0,586.0,14.077874822431765,13.361860477521152,6.373319789577012
Shooter,2007-03-23,2007,3,Q1,2005+,Thriller/Suspense,Contemporary Fiction,R,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,60000000.0,47003582.0,95203582.0,1.5867263666666667,1,0.5062834715609755,48.0,72.0,-24.0,149.0,17.909855120186375,18.37152812510417,5.003946305945459
The Hills Have Eyes II,2007-03-23,2007,3,Q1,2005+,Horror,Fantasy,R,Remake,20th Century Fox,20th Century Fox,15000000.0,20804166.0,37466538.0,2.4977692,1,0.4447267585812172,,50.0,,17948.0,16.523560759066484,17.438958772586158,9.795233967095873
Blades of Glory,2007-03-30,2007,3,Q1,2005+,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,61000000.0,118594548.0,145594548.0,2.386795868852459,1,0.1854465044941106,69.0,65.0,4.0,51929.0,17.926384422137584,18.79633624797083,10.857632679961252
The Reaping,2007-04-05,2007,4,Q2,2005+,Horror,Fantasy,R,Original Screenplay,Warner Bros.,Warner Bros.,40000000.0,25126214.0,62226214.0,1.55565535,1,0.596211750886853,8.0,56.0,-48.0,19881.0,17.50439001207821,17.946286915870925,9.897519780756337
Grindhouse,2007-04-06,2007,4,Q2,2005+,Horror,Fantasy,R,Original Screenplay,Weinstein/Dimension,Other,53000000.0,25031037.0,50187789.0,0.9469394150943397,0,0.5012524460880315,,79.0,,82770.0,17.785802471516394,17.731282308060653,11.323820955879441
The Hoax,2007-04-06,2007,4,Q2,2005+,Drama,Dramatization,R,Based on Real Life Events,Walt Disney Pictures,Walt Disney Pictures,25000000.0,7164995.0,7164995.0,0.2865998,0,0.0,85.0,69.0,16.0,9171.0,17.034386382832476,15.78471792140746,9.123801610558944
Zwartboek,2007-04-06,2007,4,Q2,2005+,Thriller/Suspense,Historical Fiction,R,Based on Real Life Events,Sony Pictures Classics,Sony Pictures Classics,22000000.0,4398392.0,4398392.0,0.1999269090909091,0,0.0,,80.0,,27288.0,16.90655301132259,15.29674957754825,10.214202324098482
Disturbia,2007-04-13,2007,4,Q2,2005+,Thriller/Suspense,Contemporary Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,20000000.0,80209692.0,117573043.0,5.87865215,1,0.31778841515567474,68.0,70.0,-2.0,72231.0,16.811242831518264,18.582570340961986,11.187624595611938
Slow Burn,2007-04-13,2007,4,Q2,2005+,Thriller/Suspense,Contemporary Fiction,R,Original Screenplay,Lionsgate,Lionsgate,15500000.0,1237615.0,1237615.0,0.07984612903225806,0,0.0,12.0,59.0,-47.0,2318.0,16.556350581889475,14.028696698400253,7.748460023899697
Aqua Teen Hunger Force: The Movie,2007-04-13,2007,4,Q2,2005+,Comedy,Science Fiction,R,Based on TV,First Look,Other,750000.0,5520368.0,5520368.0,7.360490666666666,1,0.0,,,,,13.527828485512494,15.523955082697821,
Hot Fuzz,2007-04-20,2007,4,Q2,2005+,Comedy,Contemporary Fiction,R,Original Screenplay,Focus Features,Focus Features,16000000.0,23618786.0,79197493.0,4.9498433125,1,0.7017735649788813,91.0,80.0,11.0,129779.0,16.588099280204055,18.18745520224325,11.773588282797961
In the Land of Women,2007-04-20,2007,4,Q2,2005+,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,10500000.0,11052958.0,14140402.0,1.3467049523809524,1,0.21834202450538534,44.0,67.0,-23.0,13550.0,16.166885815127753,16.464546648014434,9.514141826307847
Ta Ra Rum Pum,2007-04-27,2007,4,Q2,2005+,Comedy,Contemporary Fiction,Not Rated,Original Screenplay,Yash Raj Films,Other,7400000.0,872643.0,9443864.0,1.2761978378378378,1,0.9075968268920434,67.0,51.0,16.0,1051.0,15.816990558174398,16.06087577640617,6.957497370876951
Jindabyne,2007-04-27,2007,4,Q2,2005+,Drama,Contemporary Fiction,R,Based on Book/Short Story,Sony Pictures Classics,Sony Pictures Classics,10800000.0,399879.0,2862544.0,0.2650503703703704,0,0.8603064267309078,,64.0,,3920.0,16.195056692094447,14.867221297905536,8.273846932784508
Waitress,2007-05-02,2007,5,Q2,2005+,Romantic Comedy,Contemporary Fiction,PG-13,Original Screenplay,Fox Searchlight,Fox Searchlight,1500000.0,19097550.0,22202180.0,14.801453333333333,1,0.13983446670552171,89.0,72.0,17.0,20384.0,14.22097566607244,16.915701040219577,9.92250555837189
"Paris, je t'aime",2007-05-04,2007,5,Q2,2005+,Drama,Contemporary Fiction,R,Original Screenplay,First Look,Other,13000000.0,4857374.0,4857374.0,0.37364415384615385,0,0.0,,66.0,,175.0,16.38045991542581,15.396008520628133,5.1647859739235145
Spider-Man 3,2007-05-04,2007,5,Q2,2005+,Adventure,Super Hero,PG-13,Based on Comic/Graphic Novel,Sony Pictures,Sony Pictures,258000000.0,336530303.0,890871626.0,3.4529907984496124,1,0.6222460193159188,63.0,64.0,-1.0,141513.0,19.36847014288589,20.60771089649136,11.860146864636903
Lucky You,2007-05-04,2007,5,Q2,2005+,Drama,Historical Fiction,PG-13,Original Screenplay,Warner Bros.,Warner Bros.,55000000.0,5755286.0,6521829.0,0.11857870909090909,0,0.11753497370139573,28.0,59.0,-31.0,9870.0,17.822843743196746,15.690665416036436,9.197255132427527
The Salon,2007-05-11,2007,5,Q2,2005+,Comedy,Contemporary Fiction,PG-13,Based on Play,Freestyle Releasing,Other,1500000.0,139084.0,139084.0,0.09272266666666666,0,0.0,12.0,35.0,-23.0,308.0,14.22097566607244,11.84283334613388,5.730099782973574
Georgia Rule,2007-05-11,2007,5,Q2,2005+,Drama,Contemporary Fiction,R,Original Screenplay,Universal,Universal,20000000.0,18882880.0,20819601.0,1.04098005,1,0.09302392490614973,17.0,58.0,-41.0,10902.0,16.811242831518264,16.85140545670233,9.296701537624227
28 Weeks Later,2007-05-11,2007,5,Q2,2005+,Horror,Science Fiction,R,Original Screenplay,20th Century Fox,20th Century Fox,15000000.0,28638916.0,64238440.0,4.282562666666666,1,0.5541779034484648,,71.0,,69558.0,16.523560759066484,17.97811234337268,11.149916215898456
The Wendell Baker Story,2007-05-18,2007,5,Q2,2005+,Comedy,Contemporary Fiction,PG-13,Original Screenplay,ThinkFilm,Other,8000000.0,127188.0,127188.0,0.0158985,0,0.0,,55.0,,3535.0,15.89495209964411,11.753421585815255,8.170468578330674
Brooklyn Rules,2007-05-18,2007,5,Q2,2005+,Drama,Historical Fiction,R,Original Screenplay,Lionsgate,Lionsgate,8000000.0,458232.0,458232.0,0.057279,0,0.0,,64.0,,2797.0,15.89495209964411,13.03513088506141,7.936302693201959
Shrek the Third,2007-05-18,2007,5,Q2,2005+,Adventure,Kids Fiction,PG,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,160000000.0,322719944.0,798958162.0,4.9934885125,1,0.5960740382298015,41.0,61.0,-20.0,59778.0,18.890684373198102,20.49881913940587,10.99839297927291
Bug,2007-05-25,2007,5,Q2,2005+,Drama,Contemporary Fiction,R,Based on Play,Lionsgate,Lionsgate,4000000.0,7006708.0,7006708.0,1.751677,1,0.0,,60.0,,14164.0,15.201804919084164,15.762378533871242,9.558458813231795
Pirates of the Caribbean: At World's End,2007-05-25,2007,5,Q2,2005+,Adventure,Fantasy,PG-13,Disney Ride,Walt Disney Pictures,Walt Disney Pictures,300000000.0,309420425.0,960996492.0,3.20332164,1,0.6780212752327092,45.0,70.0,-25.0,133241.0,19.519293032620475,20.6834813165637,11.799914797533129
Gracie,2007-06-01,2007,6,Q2,2005+,Drama,Dramatization,PG-13,Based on Real Life Events,Picturehouse,Other,9000000.0,2956339.0,3036736.0,0.3374151111111111,0,0.026474807161373265,59.0,62.0,-3.0,2084.0,16.012735135300492,14.926293812360074,7.642044402873258
And Then Came Love,2007-06-01,2007,6,Q2,2005+,Comedy,Unknown,Not Rated,Unknown,Fox Meadow,Other,989000.0,8158.0,8158.0,0.008248736097067746,0,0.0,17.0,44.0,-27.0,200.0,13.804449610604848,9.006754319877503,5.298317366548036
Knocked Up,2007-06-01,2007,6,Q2,2005+,Romantic Comedy,Contemporary Fiction,R,Original Screenplay,Universal,Universal,27500000.0,148761765.0,218994109.0,7.963422145454546,1,0.3207042615013904,90.0,75.0,15.0,111192.0,17.1296965626368,19.204555387875597,11.619013715764593
Hostel: Part II,2007-06-08,2007,6,Q2,2005+,Horror,Contemporary Fiction,R,Original Screenplay,Lionsgate,Lionsgate,7500000.0,17544812.0,33606409.0,4.480854533333333,1,0.47793255744759877,45.0,54.0,-9.0,31511.0,15.830413578506539,17.33022735079172,10.358091970204585
Surf's Up,2007-06-08,2007,6,Q2,2005+,Adventure,Kids Fiction,PG,Original Screenplay,Sony Pictures,Sony Pictures,100000000.0,58867694.0,145395745.0,1.45395745,1,0.5951209301207542,77.0,70.0,7.0,20974.0,18.420680743952367,18.794969858536454,9.951038854394351
La MÙme,2007-06-08,2007,6,Q2,2005+,Drama,Dramatization,PG-13,Based on Real Life Events,Picturehouse,Other,15500000.0,10299782.0,83499782.0,5.387082709677419,1,0.8766489953231256,,76.0,,21412.0,16.556350581889475,18.240354579039234,9.971706791513272
Ocean's Thirteen,2007-06-08,2007,6,Q2,2005+,Adventure,Contemporary Fiction,PG-13,Remake,Warner Bros.,Warner Bros.,85000000.0,117144465.0,311744465.0,3.6675819411764707,1,0.6242292064431681,70.0,69.0,1.0,76884.0,18.258161814454592,19.55769438775574,11.250053071427022
DOA: Dead or Alive,2007-06-15,2007,6,Q2,2005+,Action,Fantasy,PG-13,Based on Game,Weinstein/Dimension,Other,30000000.0,480314.0,2670860.0,0.08902866666666667,0,0.8201650404738549,34.0,49.0,-15.0,16646.0,17.216707939626428,14.797911075892484,9.71992522630604
Fantastic Four: Rise of the Silver Surfer,2007-06-15,2007,6,Q2,2005+,Action,Super Hero,PG,Based on Comic/Graphic Novel,20th Century Fox,20th Century Fox,120000000.0,131921738.0,288215319.0,2.401794325,1,0.5422806169438897,36.0,,,,18.60300230074632,19.47921839417675,
Fido,2007-06-15,2007,6,Q2,2005+,Horror,Fantasy,R,Original Screenplay,Lionsgate,Lionsgate,8000000.0,298110.0,419801.0,0.052475125,0,0.28987782306378496,,69.0,,11683.0,15.89495209964411,12.947536068452541,9.365890072717148
Once,2007-06-16,2007,6,Q2,2005+,Drama,Contemporary Fiction,R,Original Screenplay,Fox Searchlight,Fox Searchlight,150000.0,9445857.0,18997174.0,126.64782666666666,1,0.5027756760031782,97.0,80.0,17.0,34348.0,11.918390573078392,16.759800789226187,10.444299071792376
You Kill Me,2007-06-22,2007,6,Q2,2005+,Black Comedy,Contemporary Fiction,R,Original Screenplay,IFC Films,Other,4000000.0,2426851.0,2426851.0,0.60671275,0,0.0,78.0,67.0,11.0,9498.0,15.201804919084164,14.70210509015829,9.158836529109067
1408,2007-06-22,2007,6,Q2,2005+,Horror,Contemporary Fiction,PG-13,Based on Book/Short Story,MGM,MGM,22500000.0,71985628.0,128529299.0,5.7124132888888886,1,0.439928261026305,78.0,69.0,9.0,72913.0,16.929025867174648,18.671667444091828,11.197022228573097
Evan Almighty,2007-06-22,2007,6,Q2,2005+,Comedy,Fantasy,PG,Original Screenplay,Universal,Universal,175000000.0,100289690.0,173219280.0,0.9898244571428572,0,0.42102466884748624,23.0,55.0,-32.0,43164.0,18.980296531887788,18.97006886429463,10.672762093483625
A Mighty Heart,2007-06-22,2007,6,Q2,2005+,Drama,Dramatization,R,Based on Book/Short Story,Paramount Vantage,Other,15000000.0,9176787.0,18932117.0,1.2621411333333334,1,0.5152794058900017,78.0,67.0,11.0,13881.0,16.523560759066484,16.756370350001855,9.53827627757511
Sicko,2007-06-22,2007,6,Q2,2005+,Documentary,Factual,PG-13,Based on Real Life Events,Lionsgate,Lionsgate,9000000.0,24538513.0,33538513.0,3.7265014444444446,1,0.2683482120987296,93.0,82.0,11.0,40886.0,16.012735135300492,17.328204978254263,10.618542985144954
Live Free or Die Hard,2007-06-27,2007,6,Q2,2005+,Action,Contemporary Fiction,PG-13,Based on Book/Short Story,20th Century Fox,20th Century Fox,110000000.0,134529403.0,383531464.0,3.486649672727273,1,0.6492350286025034,82.0,75.0,7.0,130559.0,18.51599092375669,19.764932219734686,11.779580510854876
Chacun sa nuit,2007-06-29,2007,6,Q2,2005+,Thriller/Suspense,Unknown,Not Rated,Original Screenplay,Strand,Other,1900000.0,18435.0,18435.0,0.009702631578947369,0,0.0,,63.0,,365.0,14.457364444136669,9.822006310668245,5.8998973535824915
Ratatouille,2007-06-29,2007,6,Q2,2005+,Comedy,Fantasy,G,Original Screenplay,Walt Disney Pictures,Walt Disney Pictures,150000000.0,206445654.0,620495432.0,4.136636213333333,1,0.6672890027013124,96.0,81.0,15.0,131929.0,18.82614585206053,20.24602880077684,11.79001917807194
Transformers,2007-07-03,2007,7,Q3,2005+,Action,Science Fiction,PG-13,Based on TV,Paramount Pictures,Paramount Pictures,151000000.0,319246193.0,708272592.0,4.690546966887418,1,0.5492608402387538,57.0,73.0,-16.0,197131.0,18.8327903947792,20.37833959450714,12.19162376134176
License to Wed,2007-07-03,2007,7,Q3,2005+,Romantic Comedy,Contemporary Fiction,PG,Original Screenplay,Warner Bros.,Warner Bros.,35000000.0,43799818.0,70799818.0,2.0228519428571428,1,0.3813569125276565,7.0,51.0,-44.0,15422.0,17.37085861945369,18.075366988039175,9.643550340392906
Rescue Dawn,2007-07-04,2007,7,Q3,2005+,Action,Historical Fiction,PG-13,Based on Real Life Events,MGM,MGM,10000000.0,5490423.0,7037886.0,0.7037886,0,0.21987611052523443,,75.0,,37764.0,16.11809565095832,15.76681839894902,10.539111546852407
Rockaway,2007-07-07,2007,7,Q3,2005+,Drama,Contemporary Fiction,R,Original Screenplay,Off-Hollywood Distribution,Other,2000000.0,0.0,0.0,0.0,0,,,42.0,,232.0,14.508657738524219,,5.44673737166631
Harry Potter and the Order of the Phoenix,2007-07-11,2007,7,Q3,2005+,Adventure,Fantasy,PG-13,Based on Book/Short Story,Warner Bros.,Warner Bros.,150000000.0,292004738.0,938468864.0,6.2564590933333335,1,0.6888498391354196,78.0,74.0,4.0,104074.0,18.82614585206053,20.65976023709526,11.552857463561574
Cama adentro,2007-07-18,2007,7,Q3,2005+,Drama,Historical Fiction,Not Rated,Original Screenplay,Film Sales Company,Other,800000.0,200433.0,200433.0,0.25054125,0,0.0,,72.0,,466.0,13.592367006650065,12.208235305294805,6.144185634125646
I Now Pronounce You Chuck and Larry,2007-07-20,2007,7,Q3,2005+,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Universal,Universal,85000000.0,119725280.0,185708462.0,2.1848054352941175,1,0.3553051987474863,14.0,61.0,-47.0,46347.0,18.258161814454592,19.039688593405362,10.74391184398016
Sunshine,2007-07-20,2007,7,Q3,2005+,Thriller/Suspense,Science Fiction,R,Original Screenplay,Fox Searchlight,Fox Searchlight,40000000.0,3688560.0,32030610.0,0.80076525,0,0.8848426551976375,74.0,73.0,1.0,74535.0,17.50439001207821,17.282202566049637,11.219024092704531
Hairspray,2007-07-20,2007,7,Q3,2005+,Musical,Historical Fiction,PG,Remake,New Line,New Line,75000000.0,118823091.0,202823091.0,2.70430788,1,0.4141540274622873,91.0,72.0,19.0,41511.0,18.132998671500584,19.127844684146382,10.633713731337494
No Reservations,2007-07-27,2007,7,Q3,2005+,Romantic Comedy,Contemporary Fiction,PG,Remake,Warner Bros.,Warner Bros.,28000000.0,43107979.0,92107979.0,3.2895706785714287,1,0.531984313758529,40.0,63.0,-23.0,16952.0,17.14771506813948,18.338472131566395,9.738141099948136
The Simpsons Movie,2007-07-27,2007,7,Q3,2005+,Comedy,Contemporary Fiction,PG-13,Based on TV,20th Century Fox,20th Century Fox,72500000.0,183135014.0,527071022.0,7.269945131034483,1,0.6525420553285511,89.0,76.0,13.0,117656.0,18.099097119824904,20.082845864028847,11.67552039158015
No End In Sight,2007-07-27,2007,7,Q3,2005+,Documentary,Factual,Not Rated,Based on Real Life Events,Magnolia Pictures,Other,2000000.0,1433319.0,1433319.0,0.7166595,0,0.0,94.0,83.0,11.0,4086.0,14.508657738524219,14.175503291945681,8.315321775377567
MoliËre,2007-07-27,2007,7,Q3,2005+,Comedy,Dramatization,PG-13,Unknown,Sony Pictures Classics,Sony Pictures Classics,21600000.0,635733.0,791154.0,0.0366275,0,0.19644847905717472,,72.0,,265.0,16.888203872654394,13.581247918065587,5.579729825986222
Hot Rod,2007-08-03,2007,8,Q3,2005+,Comedy,Contemporary Fiction,PG-13,Original Screenplay,Paramount Pictures,Paramount Pictures,25000000.0,13938332.0,14334401.0,0.57337604,0,0.027630662767143183,40.0,65.0,-25.0,22250.0,17.034386382832476,16.4781728705877,10.010097287594386
Becoming Jane,2007-08-03,2007,8,Q3,2005+,Romantic Comedy,Dramatization,PG,Based on Real Life Events,Miramax,Miramax,16500000.0,18663911.0,37304637.0,2.260887090909091,1,0.49968924774686857,58.0,70.0,-12.0,15167.0,16.61887093887081,17.434628193241295,9.626877294051397
"Gandhi, My Father",2007-08-03,2007,8,Q3,2005+,Drama,Dramatization,Not Rated,Based on Book/Short Story,Eros Entertainment,Other,5000000.0,240425.0,1375194.0,0.2750388,0,0.8251701214519551,40.0,81.0,-41.0,50881.0,15.424948470398375,14.134105370039514,10.837244851908915
The Bourne Ultimatum,2007-08-03,2007,8,Q3,2005+,Action,Contemporary Fiction,PG-13,Based on Book/Short Story,Universal,Universal,130000000.0,227471070.0,442161562.0,3.4012427846153845,1,0.4855476152854734,93.0,82.0,11.0,146025.0,18.683045008419857,19.907185898140902,11.89153311890851
Daddy Day Camp,2007-08-08,2007,8,Q3,2005+,Comedy,Contemporary Fiction,PG,Original Screenplay,Sony Pictures,Sony Pictures,76000000.0,13235267.0,18197398.0,0.23943944736842104,0,0.2726835451969562,1.0,24.0,-23.0,6809.0,18.146243898250606,16.716789174793295,8.826000545482966
Stardust,2007-08-10,2007,8,Q3,2005+,Adventure,Fantasy,PG-13,Based on Book/Short Story,Paramount Pictures,Paramount Pictures,70000000.0,38634938.0,135556675.0,1.9365239285714286,1,0.7149905159594686,76.0,79.0,-3.0,87883.0,18.064005800013632,18.72490037651798,11.383761663376049
Rush Hour 3,2007-08-10,2007,8,Q3,2005+,Action,Contemporary Fiction,PG-13,Original Screenplay,New Line,New Line,180000000.0,140125968.0,253025968.0,1.4056998222222221,1,0.44619926125527165,19.0,60.0,-41.0,39312.0,19.008467408854486,19.349002681740842,10.57928509476096
The Last Legion,2007-08-17,2007,8,Q3,2005+,Action,Historical Fiction,PG-13,Based on Book/Short Story,Weinstein/Dimension,Other,67000000.0,5932060.0,21439015.0,0.3199852985074627,0,0.7233053850654986,17.0,54.0,-37.0,12250.0,18.02020317735524,16.880722950947323,9.413281215972873
The Invasion,2007-08-17,2007,8,Q3,2005+,Thriller/Suspense,Science Fiction,PG-13,Remake,Warner Bros.,Warner Bros.,80000000.0,15074191.0,40147042.0,0.501838025,0,0.6245254880795452,19.0,60.0,-41.0,28605.0,18.197537192638155,17.508059321919465,10.261336806702628
Death at a Funeral,2007-08-17,2007,8,Q3,2005+,Comedy,Contemporary Fiction,R,Original Screenplay,MGM,MGM,20000000.0,8580428.0,34743644.0,1.7371822,1,0.753036037325273,61.0,51.0,10.0,6628.0,16.811242831518264,17.363507206770826,8.799058378546453
Superbad,2007-08-17,2007,8,Q3,2005+,Comedy,Contemporary Fiction,R,Original Screenplay,Sony Pictures,Sony Pictures,17500000.0,121463226.0,169863226.0,9.706470057142857,1,0.2849351277480153,87.0,78.0,9.0,134212.0,16.67771143889374,18.95050411824694,11.807175918300041
War,2007-08-24,2007,8,Q3,2005+,Action,Contemporary Fiction,R,Original Screenplay,Lionsgate,Lionsgate,25000000.0,22466994.0,40666994.0,1.62667976,1,0.44753738129747184,,62.0,,28771.0,17.034386382832476,17.520927363177353,10.267123214370452
Mr. Bean's Holiday,2007-08-24,2007,8,Q3,2005+,Comedy,Contemporary Fiction,G,Based on TV,Universal,Universal,25000000.0,33302167.0,229736344.0,9.18945376,1,0.8550417995682912,50.0,60.0,-10.0,28950.0,17.034386382832476,19.252442878913403,10.273325483001141
September Dawn,2007-08-24,2007,8,Q3,2005+,Western,Historical Fiction,R,Original Screenplay,Black Diamond Pictures,Other,10100000.0,901857.0,901857.0,0.08929277227722772,0,0.0,13.0,55.0,-42.0,1823.0,16.12804598181149,13.712211249891142,7.508238774678663
Fong juk,2007-08-31,2007,8,Q3,2005+,Action,Historical Fiction,Not Rated,Original Screenplay,Magnolia Pictures,Other,4500000.0,51957.0,51957.0,0.011546,0,0.0,,73.0,,3699.0,15.319587954740548,10.858171732397153,8.215817791832453
3:10 to Yuma,2007-09-02,2007,9,Q3,2005+,Western,Historical Fiction,R,Remake,Lionsgate,Lionsgate,48000000.0,53606916.0,69791889.0,1.4539976875,1,0.2319033519783366,89.0,79.0,10.0,98355.0,17.686711568872166,18.061028357542064,11.49633866136583
In the Shadow of the Moon,2007-09-07,2007,9,Q3,2005+,Documentary,Factual,PG,Based on Real Life Events,ThinkFilm,Other,2000000.0,1134358.0,1134358.0,0.567179,0,0.0,94.0,80.0,14.0,2974.0,14.508657738524219,13.941577410097162,7.9976631270201
Romance and Cigarettes,2007-09-07,2007,9,Q3,2005+,Comedy,Contemporary Fiction,R,Original Screenplay,Borotoro,Other,11000000.0,551002.0,3231251.0,0.29375009090909093,0,0.829477190103771,,62.0,,5362.0,16.213405830762646,14.988379926716584,8.587092318795905
